"","week","fk_fund_id","fk_decision_id","weekly_return"
"788",1,788,4,0.145
"789",1,789,5,0.178
"790",1,790,1,0.071
"791",1,791,3,0.141
"792",1,792,2,0.027
"793",1,793,9,0.08
"794",1,794,4,0.149
"795",1,795,6,0.394
"796",1,796,7,0.025
"797",1,797,3,-0.037
"798",1,798,6,0.075
"799",1,799,8,-0.011
"800",1,800,4,0.094
"801",1,801,9,0.064
"802",1,802,1,0.162
"803",1,803,10,-0.066
"804",1,804,8,-0.091
"805",1,805,3,0.187
"806",1,806,7,0.053
"807",1,807,4,-0.062
"808",1,808,10,-0.077
"809",1,809,4,-0.025
"810",1,810,1,0.089
"811",1,811,4,-0.023
"812",1,812,4,0.164
"813",1,813,4,0.054
"814",1,814,10,0.05
"815",1,815,4,0.028
"816",1,816,6,0
"817",1,817,9,0.013
"818",1,818,9,0.146
"819",1,819,3,-0.104
"820",1,820,7,0.139
"821",1,821,4,-0.005
"822",1,822,6,0.103
"823",1,823,8,0.024
"824",1,824,8,-0.105
"825",1,825,9,0.065
"826",1,826,1,-0.034
"827",1,827,3,0.142
"828",1,828,4,-0.053
"829",1,829,4,-0.149
"830",1,830,8,-0.055
"831",1,831,7,-0.027
"832",1,832,9,-0.053
"833",1,833,9,0.006
"834",1,834,8,-0.03
"835",1,835,5,-0.011
"836",1,836,6,0.063
"837",1,837,2,-0.086
"838",1,838,9,0.106
"839",1,839,10,0.03
"840",1,840,6,0.026
"841",1,841,9,-0.174
"842",1,842,2,0
"843",1,843,3,-0.026
"844",1,844,5,0.115
"845",1,845,5,0.169
"846",1,846,5,0.153
"847",1,847,1,-0.081
"848",1,848,7,-0.05
"849",1,849,7,0.021
"850",1,850,4,-0.076
"851",1,851,10,-0.13
"852",1,852,8,0.109
"853",1,853,1,0.037
"854",1,854,10,0.091
"855",1,855,3,-0.09
"856",1,856,1,-0.004
"857",1,857,3,-0.087
"858",1,858,7,-0.053
"859",1,859,3,0.053
"860",1,860,3,-0.051
"861",1,861,1,-0.069
"862",1,862,3,-0.101
"863",1,863,7,-0.113
"864",1,864,1,-0.056
"865",1,865,2,0.2
"866",1,866,5,-0.036
"867",1,867,5,-0.081
"868",1,868,7,-0.111
"869",1,869,8,0.015
"870",1,870,2,-0.009
"871",1,871,5,0.055
"872",1,872,10,0.002
"873",1,873,8,0.117
"874",1,874,3,0.102
"875",1,875,5,0.136
"876",1,876,1,0.054
"877",1,877,3,0.141
"878",1,878,5,0.022
"879",1,879,8,0.123
"880",1,880,10,0.014
"881",1,881,4,-0.038
"882",1,882,10,-0.092
"883",1,883,10,-0.041
"884",1,884,9,-0.045
"885",1,885,5,0.088
"886",1,886,8,0.025
"887",1,887,8,-0.033
"888",1,888,7,-0.06
"889",1,889,6,0.181
"890",1,890,4,0.006
"891",1,891,1,-0.095
"892",1,892,2,-0.013
"893",1,893,2,0.039
"894",1,894,1,0.113
"895",1,895,4,0.022
"896",1,896,2,0.041
"897",1,897,6,-0.074
"898",1,898,1,0.11
"899",1,899,1,0.04
"900",1,900,2,0.104
"901",1,901,8,0.185
"902",1,902,8,0.048
"903",1,903,3,0.002
"904",1,904,3,-0.047
"905",1,905,3,-0.028
"906",1,906,2,-0.061
"907",1,907,2,0.067
"908",1,908,2,-0.117
"909",1,909,2,-0.145
"910",1,910,1,-0.037
"911",1,911,6,0.138
"912",1,912,8,0.042
"913",1,913,7,-0.019
"914",1,914,2,0.097
"915",1,915,1,-0.005
"916",1,916,5,0.019
"917",1,917,2,0.037
"918",1,918,7,0.139
"919",1,919,7,0.159
"920",1,920,9,0.158
"921",1,921,4,0.128
"922",1,922,10,0.063
"923",1,923,10,0.218
"924",1,924,1,0.234
"925",1,925,9,0.163
"926",1,926,8,0.008
"927",1,927,8,-0.074
"928",1,928,4,0.049
"929",1,929,6,-0.026
"930",1,930,5,0.057
"931",1,931,6,-0.025
"932",1,932,9,0.122
"933",1,933,3,0.249
"934",1,934,3,0.126
"935",1,935,8,0.104
"936",1,936,8,0.034
"937",1,937,9,0.248
"938",1,938,5,0.022
"939",1,939,9,0.168
"940",1,940,4,0.188
"941",1,941,3,0.046
"942",1,942,9,-0.295
"943",1,943,1,-0.003
"944",1,944,5,0.076
"945",1,945,5,-0.1
"946",1,946,5,-0.099
"947",1,947,7,0.121
"948",1,948,8,-0.25
"949",1,949,9,0.053
"950",1,950,8,0.003
"951",1,951,2,-0.036
"952",1,952,3,0.036
"953",1,953,7,0.035
"954",1,954,9,0.055
"955",1,955,6,0.042
"956",1,956,3,-0.024
"957",1,957,9,0.056
"958",1,958,3,0.169
"959",1,959,5,0.097
"960",1,960,1,0.18
"961",1,961,4,0.003
"962",1,962,5,0.088
"963",1,963,2,0.08
"964",1,964,7,-0.044
"965",1,965,4,-0.052
"966",1,966,3,0.217
"967",1,967,4,-0.053
"968",1,968,9,0.125
"969",1,969,10,0.003
"970",1,970,8,-0.08
"971",1,971,10,-0.123
"972",1,972,6,-0.091
"973",1,973,5,-0.165
"974",1,974,10,-0.058
"975",1,975,2,0.127
"976",1,976,2,-0.028
"977",1,977,1,0.204
"978",1,978,7,0.013
"979",1,979,7,-0.064
"980",1,980,8,0.002
"981",1,981,2,-0.029
"982",1,982,2,-0.014
"983",1,983,10,0.036
"984",1,984,5,0.038
"985",1,985,3,0.106
"986",1,986,5,0.084
"987",1,987,6,0.108
"988",1,988,4,0.043
"989",1,989,10,-0.051
"990",1,990,6,0.075
"991",1,991,2,0.071
"992",1,992,5,-0.01
"993",1,993,7,-0.009
"994",1,994,3,0.14
"995",1,995,2,0.164
"996",1,996,8,0.041
"997",1,997,7,-0.009
"998",1,998,4,0.195
"999",1,999,3,-0.094
"1000",1,1000,3,-0.061
"1001",2,1,3,0.115
"1002",2,2,4,-0.063
"1003",2,3,6,0.119
"1004",2,4,9,-0.064
"1005",2,5,3,0.084
"1006",2,6,9,0.012
"1007",2,7,10,0.119
"1008",2,8,7,0.163
"1009",2,9,7,0.02
"1010",2,10,2,0.092
"1011",2,11,3,-0.15
"1012",2,12,3,0.004
"1013",2,13,7,-0.091
"1014",2,14,4,0.05
"1015",2,15,8,0.029
"1016",2,16,5,0.006
"1017",2,17,7,0.011
"1018",2,18,10,0.125
"1019",2,19,4,0.015
"1020",2,20,8,0.215
"1021",2,21,9,-0.16
"1022",2,22,3,0.066
"1023",2,23,7,0.241
"1024",2,24,2,-0.084
"1025",2,25,3,-0.05
"1026",2,26,4,-0.01
"1027",2,27,1,0.039
"1028",2,28,4,0.006
"1029",2,29,9,-0.016
"1030",2,30,4,0.223
"1031",2,31,5,0.042
"1032",2,32,6,0.139
"1033",2,33,5,-0.267
"1034",2,34,3,0.143
"1035",2,35,8,0.161
"1036",2,36,7,-0.018
"1037",2,37,8,0.008
"1038",2,38,2,0.197
